id,artist_name,lyrics,track_name,genre,release_date
120873,Toyah,Hey little wonder  don t cry We ll be fine  we re gonna fly We are invincible We are Hey little starlight  hey little soul Hey little girl come rock and roll Hey little satellite burning bright God made you to light the night We are invincible We are Hey little star Look at you  you re so beautiful Just like this universe You are sensational Hey little dreamer look at you You are so wonderful Just like a burning supernova You re sensational Hey little dreamer  forgotten one Come with us we re on the run Hey little wonder  let s fly Touch skin  watch sky ignite We are invincible We are Hey little star Look at you  you re so beautiful Just like this universe You are sensational Hey little dreamer look at you You are so wonderful Just like a burning supernova You re sensational Star Hey little dreamer  you are the one Don t let them steal your sun We are invincible We are Hey little star Look at you  you re so beautiful Just like this universe You are sensational Hey little dreamer look at you You are so wonderful Just like a burning supernova You re sensational Star Look at you  you re so beautiful Just like this universe You are sensational Hey little dreamer look at you You are so wonderful Just like a burning supernova You re sensational,Sensational,metal,1996
79394,Gloria Lynne,It seems like happiness is just a thing called Joe He s got a smile that makes the lilac wanta grow He s got a way that makes the angels heave a sigh When they know little Joe s passing by Sometimes the cabin s gloomy and the table s bare Then he ll kiss me and it s Christmas everywhere Troubles fly away and life is easy go Does he love me good  that s all I need to know Seems like happiness  is just a thing called Joe Little Joe  little Joe  little Joe,Happiness Is a Thing Called Joe,metal,2014
3884,Cassadee Pope,Two kids holding hands in the driveway dreaming  bout where to go Ten miles out of town on the highway  Petty on the radio You d do anything to make me laugh Yeah there s no wonder why I fell so fast From the first time you opened the door Well it felt like the beginning of something more When this love  this love Was nothing but a spark And the dashboard has seen every kiss And every downpour  every we re gonna make it through this I know I m home No matter where we are Me and you and This car  this car This car  this car Five years in the blink of an eye still smiling cause you re next to me We fought  made up  got lost  made love in the back seat So many stories in this steel and glass Yeah there s no wonder why we fell so fast From the first time you opened the door Well it felt like the beginning of something more When this love  this love Was nothing but a spark And the dashboard has seen every kiss And every downpour  every we re gonna make it through this I know I m home No matter where we are Me and you and This car  this car This car  this car This car  this car This car It s all I need Baby I ll go anywhere just you and me And this car  this car This car  this car This car  this car From the first time you opened the door Well it felt like the beginning of something more When this love  this love Was nothing but a spark And the dashboard has seen every kiss And every downpour  every we re gonna make it through this I know I m home No matter where we are Me and you and This car  this car This car  this car This car  this car This car This car  this car This car  this car This car  this car This car,This Car,metal,1996
137864,The Mighty Mighty Bosstones,Just yesterday when I was faced  Get up and on or be misplaced  Tomorrow or until my end  Come make or break   I tend to bend  Hey  Hey  Last night I think when I was forced  To reevaluate everything that I ve endorsed  Then separate what s left from right  I think that all went down last night  Finally Finally  Finally I was forced to face  Another first for me  Finally I was forced to face  And for the first time finally  I can see  Finally I can see so clear and  For a moment don t mind me  Finally I was forced to face  Finally I was forced to face my fears  Hey  Hey  Today at some point I awoke  Got up and finally got the joke  Got up the nerve to face me  finally force a change  To say the least  today s been strange haha  Tonight I ll finally just relax  Proud having finally faced the facts  The facts forced me and I ve concluded  Tomorrow I ll be less polluted  Finally Finally  Finally I was forced to face  Another first for me  Finally I was forced to face  And for the first time finally  I can see  Finally I can see so clear  For a moment don t mind me  Finally I was forced to face  Finally I was forced to face my fears  Forced to face my fears Finally Finally  finally finally finally  Finally  finally finally Finally   Finally I was forced to face  Another first for me Finally I was forced to face  And for the first time finally  I can see  Finally I can see so clear  For a moment don t mind me  Finally I was forced to face  Finally I was forced to face my fears Hey,Finally,metal,1996
35813,Otis Redding,Amen  uh  A Amen  uh A Amen  Amen  Amen  with the horns  now Amen  with the rhythm  now A Amen  A Amen A Amen  Amen  Amen  everybody  now A Amen  A Amen A Amen  Amen  Amen  he let me tell you This little life of mine I m gonna let it shine This little life of mine I m gonna let it shine  yeah  yeah This little life of mine I m gonna let it shine Let it shine  let it shine To show my love One thing my papa used to say he said that Even in my home son  I said what dad I m gonna let it shine  let me tell you Said even in your home son You got to let your little light shine  yeah huh Even in your home son  ha You got to let it shine Just let it shine  just let it shine To show your love And then I said daddy help me sing this line one time A Amen  will you help me A Amen  huh  with a feeling A Amen  Amen  Amen  everybody together now A Amen  little louder now A Amen  everybody say A Amen  Amen  Amen Amen,Amen,metal,2009
2254,Pete Townshend,If your traveling in the north country a far Where the winds hit heavy on the border line Remember me to one who lives there For she once was a true love of mine And when you go  and the snow flakes fall The rivers freeze  and summer ends Please see for me  that she s wearing a coat so warm Keep her from  that howling wind Please see for me that her hair is hanging long And flows and flows on down her breast Please see for me that her hair is hanging long For that s the way I remember her the best I m wondering if she remembers me at all The many times I ve often laid In the darkness of my light The brightness  of my day So if your traveling to the north country far Where the winds hit heavy  Where the winds hit heavy on the border line Remember me to one who lives there For she once was She once was  a true love of mine,North Country Girl,metal,1992
46985,Faith Hill,I ve changed my hair  my clothes  almost Everything about myself I can t believe I tried to be somebody I m not For someone else  yeah It took finding you to finally understand What it s like to be loved for who I am Me That s all I have to give What you get is what you see  yeah No second guessing  no pretending With you  all I ever have to be is me I can laugh or cry  don t have to hide The way I feel Rain or shine  by my side proving we ve got A love that s real An old pair of jeans or an evening gown You still see the same girl that you found Me That s all I have to give What you get is what you see  yeah No second guessing  no pretending With you  all I ever have to be is me Me That s all I have to give What you get is what you see  yeah No second guessing  no pretending With you  all I ever have to be is me All I ever need to be  oh yeah All I ever have to be is me,Me,metal,2002
17204,Don Williams,My Grandma and Grandpa had wonderful hands With callouses and wedding bands They taught me that where there was love There was always a way The picture of the two of them Has seen me through a lot of years They were there when I reached up to them And they re in my life today Healing hands  something I can hold on to Healing hands  the touch that understands Healing hands  I ll always be drawn to Hearts that belong to healing hands You and I may worry so To see the kingdoms come and go But we ve seen enough to know That it s only love that lingers And learning how to live can take a lifetime We ve got to lend a hand in this troubled world Before it slips right through our fingers Healing hands  something I can hold on to Healing hands  a touch that understands Healing hands  I ll always be drawn to Hearts that belong to healing hands Healing hands  something I can hold on to Healing hands  the touch that understands Healing hands  I ll always be drawn to Hearts that belong to healing hands,Healing Hands,metal,2003
103253,David Bowie,Day after day They send my friends away To mansions cold and grey To the far side of town Where the thin men stalk the streets While the sane stay underground Day after day They tell me I can go They tell me I can blow To the far side of town Where it s pointless to be high Cause it s such a long way down So I tell them that I can fly  I will scream  I will break my arm I will do me harm Here I stand  foot in hand  talking to my wall I m not quite right at all  am I Don t set me free  I m as heavy as can be Just my librium and me And my E S T  makes three Cause I d rather stay here With all the madmen Than perish with the sad men roaming free And I d rather play here With all the madmen For I m quite content they re all as sane As me Where can the horizon lie When a nation hides Its organic minds In a cellar  dark and grim They must be very dim Day after day They take some brain away Then turn my face around To the far side of town And tell me that it s real Then ask me how I feel Here I stand  foot in hand  talking to my wall I m not quite right at all Don t set me free  I m as helpless as can be My libido s split on me Gimme some good  ole lobotomy Cause I d rather stay here With all the madmen Than perish with the sad men Roaming free And I d rather play here With all the madmen For I m quite content They re all as sane as me Zane  zane  zane Ouvre le chien Zane  zane  zane Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien Zane  zane  zane  ah ah ah Ouvre le chien,All the Madmen,metal,1995
9452,Fitz & the Tantrums,I just want you to fade back into me I just need you to fade back Static room  me and you I feel the frequency  You play along  when we kiss But I can t read your lips  whoa It feels just like your heart ain t  your heart ain t in it Wish that I could just stop the universe from spinning I just want you to fade back into me I just need you to fade back Just fade back into me I just want you to fade back into me I just need you to fade back Just fade back into me Just fade back into me Reckless heart  miles apart The axis turns and if flips Magnetic pulse  lovely ghost Do I go down with this ship   woah It feels just like your heart ain t  your heart ain t in it Wish that I could just stop the universe from spinning I just want you to fade back into me I just need you to fade back Just fade back into me I just want you to fade back into me I just need you to fade back Just fade back into me Just fade back into me Just fade back into me Just fade back into me Yeah we re coming to the parking lot You can pull away but I  I just can t stop it Try my best to feed  feed your soul But the story s told  and I just can t stop it It feels just like your heart ain t  your heart ain t in it Wish that I could just stop the universe from spinning I just want you to fade back into me I just need you to fade back Just fade back into me I just want you to fade back into me I just need you to fade back Just fade back into me Just fade back into me Just fade back into me Just fade back into me Just fade back into me Just fade back into me,Fadeback,metal,1993
138545,Frank Sinatra,Close to you   I will always stay Close to you   though you re far away You ll always be near   as though you were here By my side No matter where   in my dreams  I ll find you there Close to me   sharing your caress Can t you see   you re my happiness Where ever you go   my heart will go too What can I do It only wants to be   close to you,Close to You,metal,2009
43457,Black Flag,yeah  Spinning down the drain again Walls closing in again Curling up inside again no way in out up down or otherwise again i can t move i can t speak i can t shake these troubles off of me i can t move i can t speak and i can t shake these troubles off of me Tracking in wrapped up again Shadows Inward  turning inward again Paralyzed and going blind again i can t move i can t speak and i can t shake these troubles off of me i can t move i can t speak and i can t shake these troubles off of me i can t move and i can t speak and i can t shake these troubles off of me i can t move i can t speak and i can t shake these troubles off of me wound up so tight again my soul seeps out its pores paralyzed and going blind paralyzed and going blind again i can t move i can t speak and i can t shake these troubles off of me i can t move i can t speak and i can t shake these feelings off of me  yeah,Paralyzed,metal,2014
157036,Fifteen,Your daddy beat you up Your daddy beat you down Your daddy put your mama in the hospital Your daddy left town he broke your heart Your mama drank too much Your mama hit you in the face You had to make excuses for the bruises to all your friends You had to live in disgrace She broke your heart Daddy came in your room at night He took whatever he want Your daddy was your first time And your mama never tried to stop him they broke your heart My mama beat me up My mama beat me down My brother raped my sister My family threw me out  they broke my heart America is the place where the kids got broken hearts America is the place where the kids got twisted minds bent on self destruction America is the place where the kids got their wills broken into and broken in two America is the place where the kids got broken hearts And the adults say hish  keep it down now voices carry They say  don t tell anyone  don t tell em anything Don t tell  em what went on  don t tell  em what really happened Don t tell anyone  don t tell  em anything They won t believe you cuz it s all your fault Hush I made a bag out of a piece of cloth I made a wish and I wrote it down on a piece of paper I put th epaper in the bag and I wished with all my heart I said  please please deliver me  low and behold it became reality So I can say today I refuse to believe that god created me to be tortured I refuse to believe the earth created me to be abandoned I refuse to believe that god created me to be neglected I refuse to believe the Earth created me to be abused I picked up the pieces of my broken heart off of the dirty boulevard I found a punk rock kid who had a needle and some leather string I made a wish and I said it  again and again I took the needle and threaded it I sewed my broken heart back together again I got family now  sew my broken heart back together again I got a wife I love  sew my broken heart back together again I got two daughters I love  sew my broken heart back together again I got a family now Who ever you are  whatever you do  where ever you are you don t deserve Abuse Hush,Survivor,metal,2008
36736,Elvis Presley,One night of sin  yeah Is what I m now paying for The things I did and I saw Would make the earth stand still Don t call my name It makes me feel so ashamed I lost my sweet helping hand I got myself to blame Always lived very quiet life Ain t never did no wrong Now I know that very quiet life Has cost me nothing but harm One night of sin  yeah Is what I m now paying for The things I did and I saw Would make the earth stand still Always lived very quiet life Ain t never did no wrong But now I know that very quiet life Has cost me nothing but harm One night of sin Is what I m now paying for The things I did and I saw Would make the earth stand still,One Night (Of Sin),metal,1995
101651,Fool's Garden,The devil was my saviour The only one to blame it s me Though I ve forsaken you The fire s still the same I didn t mean to hurt you Deceived you  now I fall I never meant to break you To make you feel so small Never go away Forgive me Forgive me  Forgive me Never go away Forgive me Forgive me  Forgive me All the lies have driven you Away and now I am The one to be forsaken too Afraid that I can t stand The rain no longer  Stay and get over all your pride Because I ve never needed you More than I need you tonight Never go and save me In a minute it s too late Hold me now don t let me fall Why don t you save me There s no limit on my way That takes me down I beg you   call   To call my name again Deliver me from evil Save me from the past I ll never lose my Faith in you My love will ever last A prison made of failure Your forgiveness is the key I never meant to break you You re my saviour   set me free Never go away Forgive me Forgive me  Forgive me Never go away Forgive me Forgive me  Forgive me Never go and save me In a minute it s too late Don t let me run against the wall Why don t you save me There s no limit on my way That takes me down I beg you   call   To call my name again Never go and save me In a minute it s too late Don t let me run against the wall Why don t you save me There s no limit on my way I beg you to call my name again All the lies have driven you Away and now I fall The one who s been forsaken too It s me  I cannot call,Save Me,metal,1996
60893,The McGuire Sisters,Somebody loves me  I wonder who I wonder who he can be Somebody loves me  I wish I knew Who can he be worries me For every boy who passes me  I shout  Hey  maybe You were meant to be my loving baby  baby  oh Somebody loves me  I wonder who Maybe it s you For every boy who passes me  I shout  Hey  maybe You were meant to be my loving baby  baby Somebody loves me  I wonder who Maybe  it s Baby  it s Maybe  baby  that somebody is you,Somebody Loves Me,metal,2006
27643,Johnny Cash,If you could read my mind  love What a tale my thoughts could tell Just like an old time movie Bout a ghost from a wishing well In a castle dark or a fortress strong With chains upon my feet You know that ghost is me And I will never be set free As long as I m a ghost that you can t see If I could read your mind  love What a tale your thoughts could tell Just like a paperback novel The kind the drugstores sell When you reached the part where the heartaches come The hero would be me But heroes often fail And you won t read that book again Because the ending s just too hard to take I d walk away like a movie star Who gets burned in a three way script Enter number two A movie queen to play the scene Of bringing all the good things out in me But for now  love  let s be real I never thought I could act this way And I ve got to say that I just don t get it I don t know where we went wrong But the feeling s gone And I just can t get it back If you could read my mind  love What a tale my thoughts could tell Just like an old time movie Bout a ghost from a wishing well In a castle dark or a fortress strong With chains upon my feet But stories always end And if you read between the lines You ll know that I m just tryin  to understand The feelings that you lack I never thought I could feel this way And I ve got to say that I just don t get it I don t know where we went wrong But the feelin s gone And I just can t get it back,If You Could Read My Mind,metal,1995
157818,Ministry,I ve seen many countries Argue about human lives But one thing that stays the same is The clubs are always full at night Pick out any far out place Like kenya or swaziland Doesn t matter what the place They ll still be dancing to the band mumble mumble jumble garble warble farble mumble mumble jumble garble warble farble mumble mumble jumble  what he say garble warble farble mumble mumble jumble  what he say garble warble farble  let s dance Say you ve found a homeland   move to it  move to it Say you ve found a clubland   get to it  get to it Now you ve got a song   groove to it  groove to it Got to find a partner  just get to it  get to it mumble mumble jumble garble warble farble mumble mumble jumble garble warble farble mumble mumble jumble  what he say garble warble farble mumble mumble jumble  what he say garble warble farble  let s dance Let s dance I ve seen many a race of people Argue many things before But there is one language that Gets you understood for sure Not a language of the mouth It s only for the feet Grab a russian by the hands And he will feel the need That s right mumble mumble jumble garble warble farble mumble mumble jumble garble warble farble mumble mumble jumble  what he say garble warble farble mumble mumble jumble  what he say garble warble farble  let s dance Let s dance,What He Say,metal,1991
139536,Cop Shoot Cop,Slackjaw live in the cellar They let him grind the trash Clumps of hair and puke and bones Piles of broken glass Finds pictures of pretty girls and hangs  em on the wall Likes people when he meets  em But he just as soon strangle  em all Slackjaw sleep on the floor Of the boiler room All night long  playin  its song Clank and hiss and boom Sees people on the hall Smiles and says hello But sometimes  he wishes They all had only one throat Slackjaw he got a worm That lives inside his head Tells him things he shouldn t know Things are better left unsaid Trash smasher  rat catcher Piss on your parade Sometimes he screams all night To make it all go away Hey  Slackjaw  hey  hey,Slackjaw,metal,2007
124274,Blind Lemon Jefferson,I asked for water  and she gave me gasoline I asked for water  she gave me gasoline I asked for water and she gave me gasoline Lord  Lordy  Lord Crying  Lord  I wonder will I ever get back home Crying  Lord  I wonder will I ever get back home Lord  Lordy  Lord I went to the depot  looked up on the board I looked all over How long has this east bound train been gone Lord  Lordy  Lord Lord  I asked the conductor   Could I ride these blinds Want to know  can a broke man ride the blinds Son  buy your ticket  buy your ticket Cause this train ain t none of mine Son  buy your ticket Train ain t none of mine Son  buy your ticket Cause this train ain t none of mine Lord  Lordy  Lord,Cool Drink Of Water Blues,metal,2004
102958,David Allan Coe,Sometimes it s hard to be a woman Giving all your love to just one man You ll have bad times And he ll have good times Doin  things that you don t understand   But if you love him you ll forgive him Even though he s hard to understand And if you love him  be proud of him Cause after all he s just a man    Stand by your man Give him two arms to cling to And something warm to come to  When nights are cold and lonely   Stand by your man And tell the world you love him Keep giving all the love you can Stand by your man Well honey  that s the only way that daddy knows how to answer your question I knew when your mama passed away that someday I have to explain the things to you That might make me and you both feel uncomfortable So I thought that the best thing to do is just sing you this song  Which your mama used to sing And I hope that you will understand  Cause she did stand by her man   Stand by your man Give him two arms to cling to And something warm to come to  When nights are cold and lonely Stand by your man And tell the world you love him Keep giving all the love you can Stand by your man Stand by your man Give him two arms to cling to And something warm to come to,Stand by Your Man,metal,1994
86689,Alison Moyet,Love letters straight from your heart Keep us so near while apart I m not alone in the night When I can have all the love you write I memorize every line And I kiss the name that you sign And darling then I read  again right from the start Love letters straight from your heart I memorize every line Love letters straight from your heart Love letters straight from your heart,Love Letters,metal,1990
3292,Robert Cray,I feel bad  I feel terrible I m just as sad as I can be Oh  I feel bad  I feel terrible I m just as sad as I can be I let a boy   years old Take my baby away from me He used to hang around my crib Until late into the night Oh  he used to hang around my crib Till late into the night Oh  he used to hang around my crib Till late into the night Well  I never dreamed that my baby And that boy could be so tight Well  if the young boy hangs around you You should do what I shoulda did Oh  if the young boy hangs around you You should do what I shoulda did Man  you send him on over to your neighbors And hope your neighbors like kids,The 12 Year Old Boy,metal,2002
37521,The Connells,Coming home today   A season spent away   It is hard for me to see   Hard for me to say   I like your face   But I can t anymore   It was quite a time  And I m sure that I m  Feeling very clear for me   Very clear for you   I like your face   But I can t anymore   Let s do it again   I will recall  There are things  I could have done   I will recall  There are things  I should have shown   Did you find the time  To keep us both in mind   Did you wander far from me   Wander far from you   I like your face   But I can t anymore   Let s do it again   I will recall  There are things  I could have done   I will recall  There are things  I should have shown   To dream is not to say  I ll take it anyway   A year is song enough for me   Yet here we are today   I like your face   But I can t anymore,Home Today,metal,1995
114680,Ken Peplowski,It must have been moonglow  way up in the blue It must have been moonglow that led me straight to you I still hear you sayin   Dear one  hold me fast And I keep on prayin   Oh Lord  please let this last We seemed to float right through the air Heavenly songs seemed to come from everywhere And now when there s moonglow  way up in the blue I ll always remember  that moonglow gave me you It must have been moonglow  way up in the blue It must have been moonglow that led me straight to you I still hear you sayin   Sweet child  hold me fast And I keep on prayin   Oh Lord  please let this last We seemed to float right through the air Heavenly songs seemed to come from everywhere And now when there s moonglow  way up in the blue I ll always remember  that moonglow gave me you,Moonglow,metal,2012
45168,Sheila Jordan,Autumn in New York Why does it seem so inviting Autumn in New York It spells the thrill of first knighting Glittering crowds and shimmering clouds In canyons of steel They re making me feel I m home It s autumn in New York That brings the promise of new love Autumn in New York Is often mingled with pain Dreamers with empty hands And they sigh for exotic lands It s autumn in New York It s good to live it again This autumn in New York Transforms the slums into Mayfair Autumn in New York You ll need no castles in Spain Lovers that bless the dark On benches in Central Park It s autumn in New York It s good to live it again,Autumn in New York,metal,1995
52178,Malia,I swear my heart is yours To keep you spit gold from your mouth Your words my gems to keep I feel richer than Bill Gates I ve reached heavens Gates lying here Next to you I shake with fear I shake with joy this is not love this Is so much more I shake with fear I shake with joy this is not love this Is so much more From darkness and madness I climb your heart is a Candle that brightens my sacred path I get stoned on your caresses kisses hurt me Before I was so raw Now I feel I ve won the draw I shake with fear I shake with joy this is not love this Is so much more I shake with fear I shake with joy this is not love this Is so much more I don t give my heart so easily  though you d think I Am a little breeze  I could sting you so deep  and still You build the bridge to my heart  you never left me From the start with you I make sense  I give you me With you I make sense  I am me You know my heart is you re to keep you spit gold From your mouth Your words my gems to keep I feel richer than Bill Gates  I ve reached heavens Gates lying here Next to you I shake with fear I shake with joy this is not love this Is so much more I shake with fear I shake with joy this is not love this Is so much more,Richer Than Bill Gates,metal,2005
20229,Branford Marsalis,Dinner for one please  James  The Madame will not be dining  Yes  you may bring the wine in  Love plays such funny games  Dinner for one please  James  Close Madame s room  we ve parted  Please  don t look so downhearted  Love plays such funny games  Seems my best friend told her of another  I had no chance to deny  You know there has never been another  Someday she ll find out the lie  Maybe she s not to blame  Leave me with silent hours  No  don t move her favorite flowers  Dinner for one please  James  Maybe she s not to blame  Leave me with silent hours  No  don t move her favorite flowers  Dinner for one please  James,"Dinner for One Please, James",metal,2012
27546,Johnny Cash,The news is out all over town That you ve been seen out runnin  around I know that I should leave  but then I just can t go You win again This heart of mine could never see What everybody knows but me Just trusting in you was my great sin What can I do You win again Yes this heart of mine could never see What everybody knows but me Just trusting in you was my great sin What can I do You win again,You Win Again,metal,2014
21467,Trisha Yearwood,I ll just keep on falling in love Till I get it right Right now I m like a wounded bird Hungry for the sky But if I try my wings and try long enough I m bound to learn to fly So I ll just keep on falling in love Till I get it right My door to love has opened out More times than in And I m either fool or wise enough To open it again Cause I ll never know what s beyond the mountain Till I reach the other side So I ll just keep on falling in love Till I get it right If practice makes perfect  then I m near about as perfect As I ll ever be in my life So I ll just keep on falling in love Till I get it right,'Til I Get It Right,metal,1995
142696,Deep Purple,Comin  out of nowhere Drivin  like rain Stormbringer dance On the thunder again Dark cloud gathering Breaking the day No point running Cause it s coming your way Ride the rainbow Crack the sky Stormbringer coming Time to die Got to keep running Stormbringer coming He s got nothing you need He s gonna make you bleed Rainbow shaker On a stallion twister Bareback rider On the eye of the sky Stormbringer coming down Meaning to stay Thunder and lightning Heading your way Ride the rainbow Crack the sky Stormbringer coming Time to die Got to keep running Stormbringer coming He s got nothing you need He s gonna make you bleed Coming out of nowhere Drivin  like a rain Stormbringer dance On the thunder again Dark cloud gathering Breaking the day No point running Cause it s coming your way,Stormbringer,metal,1992
108239,Muse,also known as  Ashamed I know there s something that your dying to tell me I hope its not about your fishy loving make sure no one finds out Tell me all about it Don t keep it to yourself Because I can t bear the thought I know you ll leave me crying I know you ll find me It doesn t matter cause I need you so I know that you re ashamed So much that it kills you Don t you know that you re ashamed So much that it thrills you there s always something that makes you guilty This is something that your dying to tell me make sure no one finds out Tell me all about it Don t keep it to yourself Because I can t bear the thought I know you ll leave me crying I know you ll find me It doesn t matter cause I need you so I know that you re ashamed So much that it kills you Don t you know that you re ashamed So much that it thrills you,Believe,metal,2010
35675,Osker,Heartbroken  I watched The rain beat on the sidewalk Complete with gray skies And headlights And puddles on the sidewalk Everyone s ruined like me It s weird now Now that I look back Each day spent carefully Still consumes over time I think it s worse to be aware And know this change Than to go on everyday unknowing I m having trouble with realizations Why s it gotta be a regretful mess If I could have one day back now I swear I d use it well Oh   where did you go You re gone when I needed you most I know that from here it s downhill Make the best of a People change  yeah And that can t be good I liked it that way Why did you stray Well  maybe I m unhealthy Oh won t you stop And stay frozen in time with me I m having trouble with realizations Why s it gotta be a regretful mess If I could have one day back now I swear I d use it well Oh   where did you go You re gone when I needed you most I know that from here it s downhill Make the best of a slow death I m having trouble with realizations Why s it gotta be a regretful mess If I could have one day back now I swear I d use it well Oh   where did you go You re gone when I needed you most I know that from here it s downhill Make the best of a Oh   where did you go You re gone when I needed you most I know that from here it s downhill Make the best of a slow death,13,metal,2005
29025,White Lies,What if I were to disobey Give you back the power Would I be punished like a child And left on my own Would you think me ungrateful And send me away If I couldn t make you happy Cause empty handed leaving As I was when I came Tiptoeing through the rubble And running through the flames  And running through the flames  And running through the flames  And running through the flames  What if I were to disobey Give you back the power Would you be the one to turn your back And cast the first stone Would you think me a coward Though I be the hero And come home a hero I gave you back your power I gave you back your glory Well really I hadn t noticed Until I had the power to give it all back Until I felt the glory When the buildings collapsed When the buildings collapsed Cause empty handed leaving As I was when I came Tiptoeing through the rubble And running through the flames  And running through the flames  And running through the flames  And running through the flames  I gave you back your power I gave you back your glory Well really I hadn t noticed Until I had the power to give it all back Until I felt the glory When the buildings collapsed When the buildings collapsed I gave you back your power I gave you back your glory  I gave you back your glory  I gave you back your glory,The Power & the Glory,metal,2013
158034,Mint Condition,The only never that s for sure I said I d never fall in love again Just kinda happen like an accident A head on collision We fell in love And I don t know what you did to me Never knew just how good a love could be The things I said I d never do I say them no more Cause I found you The only never that s for sure Is the never that you never know It s crazy just how love can go With the never that you never know I tried to fight it every step of the way But you are on my mind all damn night and day I said I d never let love have it s way But things do change The plan was for me to stay Far from love And find my way But I don t know what to think or do But that s alright Cause I ve got you The only never that s for sure Is the never that you never know It s crazy just how love can go With the never that you never know The only never that s for sure Is the never that you never know It s crazy just how love can go With the never that you never know Cause you never know Cause you never know Never know With the never that you never know The only never that s for sure Is the never that you never know It s crazy just how love can go With the never that you never know The only never that s for sure Is the never that you never know It s crazy just how love can go With the never that you never know Cause you never know Cause you never know Never know With the never that you never know Cause you never know Cause you never know Never know With the never that you never know The only never that s for sure Is the never that you never know It s crazy just how love can go With the never that you never know,The Never That You'll Never Know,metal,2010
47565,Fates Warning,I ve watched in silence  without seeing As a stranger within me grew Detached and distanced from the day While youth s precious years flew Chasing time through empty skies Of endless hours Living for the future Visions of brighter days to come Kept the shadows from my sight Made the present bearable And obscured the fading light Chasing time through the cold void Of solitary days Living for the future Today is within my reach And tomorrow is so illusive But I m still chasing time Through increasing disillusion Forever living for The future of an illusion,Chasing Time,metal,2000
35197,Willie Nelson,Well  they tell me of a pie up in the sky Waiting for me when I die But between the day you re born and when you die They never even seem to hear you cry So as sure as the sun will shine I m gonna get my share now of what s mine The harder they come  the harder they ll fall  one and all The harder they come  the harder they ll fall  one and all Well the officers are trying to keep me down Trying to drive me underground And they think that they have got the battle won I say forgive them Lord  they know not what they ve done Cause as sure as the sun will shine I m gonna get my share now of what s mine The harder they come  the harder they ll fall  one and all The harder they come  the harder they ll fall  one and all Oh  oh  oh And I keep on fighting for the things I want Though I know that when you re dead you can t But I d rather be a free man in my grave Than living as a puppet or a slave So as sure as the sun will shine I m gonna get my share now of what s mine And then the harder they come  the harder they ll fall  one and all The harder they come the harder they ll fall  one and all Harder they come  harder they ll fall one and all,The Harder They Come,metal,1997
81173,Ashanti,The way that you walking  the way that you talking You re the one I want to spend this night with Trying to get in them drawers and bang it out til the morning I can already tell you want it Cause you shaking it all for me  giving it all to me Rubbing that body on me Keep on shaking it all for me  giving it all to me Rubbing that body on me Hey boy I think I just might wanna come see you tonight And you can have your way boy I know its been a while since you made my body right Now I ve been waiting patiently  anticipating you and me And it ain t no question cause boy I love you when you put that body on me The way that you walking  the way that you talking You re the one I want to spend this night with Trying to get in them drawers and bang it out til the morning I can already tell you want it Cause you shaking it all for me  giving it all to me Rubbing that body on me Keep on shaking it all for me  giving it all to me Rubbing that body on me Hey how you doing mama I need to know your name You giving me the eye eye I m giving you the same It just hit me right now What we should do today Go tell you friends bye bye And lets go hop a plane Its no mistaken the attractions ironic I wanna make you someone more then just a a bone in my closet I wanna win that type of relationship Where you gon  wanna come hang when your man done trip You say your short this month and you re late on your rent He took your car  what you mean  Hold this Hey hey you see oh You see lil mama outta control The way that you walking  the way that you talking You re the one I want to spend this night with Trying to get in them drawers and bang it out til the morning I can already tell you want it Cause you shaking it all for me  giving it all to me Rubbing that body on me Keep on shaking it all for me  giving it all to me Rubbing that body on me Now I see you lookin  at my body baby Now you wanna come and put it on me If I gave it to you  could you promise me That you could make it feel like it never did Cause I see  I see  and you see  you see Now if I please you  I please you  you please me  you please me Now I ain t the one in no relationship And I ain t tryna be the other chick  I know you want it The way that you walking  the way that you talking You re the one I want to spend this night with Trying to get in them drawers and bang it out til the morning I can already tell you want it Cause you shaking it all for me  giving it all to me Rubbing that body on me Keep on shaking it all for me  giving it all to me Rubbing that body on me,Body on Me,metal,2008
42747,Fabulous Disaster,I don t think I ll recover I don t think I ll return You took my heart  broke it in two Then made me watch it burn I m really on my own now I feel so all alone I get that sinking feeling I won t be coming home Nightliner  Nightliner You made me realize All that I have to learn You opened up my eyes Now I deserve a turn I get all choked up thinking We coulda had it all Instead you cut the rope And enjoyed watching me fall Nightliner Nightliner,Nightliner,metal,2009
33417,Merle Haggard,Down every road there s always one more city  I m on the run  the highway is my home I raised a lot of Cain back in my younger days  While Mama used to pray my crops would fail  Now I m a hunted fugitive with just two ways Outrun the law or spend my life in jail I d like to settle down but they won t let me  A fugitive must be a rolling stone  Down every road there s always one more city  I m on the run  the highway is my home I m lonely but I can t afford the luxury Of having one I love to come along She d only slow me down and they d catch up with me For he who travels fastest goes alone I d like to settle down but they won t let me  A fugitive must be a rolling stone  Down every road there s always one more city  I m on the run  the highway is my home I m on the run  the highway is my home,I'm a Lonesome Fugitive [*],metal,2005
